PopName,Year,Age,Area1,Area2,Sex,RefCode,Access,Type,Value,NoteCode1,NoteCode2,NoteCode3,LDB
TWN,1992,13,10,20,f,50,O,Vx,1.003019787,.,.,.,1
TWN,1992,14,10,20,f,50,O,Vx,1.003019787,.,.,.,1
TWN,1992,15,10,20,f,50,O,Vx,1.002726537,.,.,.,1
TWN,1992,16,10,20,f,50,O,Vx,1.002726537,.,.,.,1
TWN,1992,17,10,20,f,50,O,Vx,1.002726537,.,.,.,1
TWN,1992,18,10,20,f,50,O,Vx,1.002726537,.,.,.,1
TWN,1992,19,10,20,f,50,O,Vx,1.002726537,.,.,.,1
TWN,1992,20,10,20,f,50,O,Vx,1.001175342,.,.,.,1
TWN,1992,21,10,20,f,50,O,Vx,1.001175342,.,.,.,1
TWN,1992,22,10,20,f,50,O,Vx,1.001175342,.,.,.,1
TWN,1992,23,10,20,f,50,O,Vx,1.001175342,.,.,.,1
TWN,1992,24,10,20,f,50,O,Vx,1.001175342,.,.,.,1
TWN,1992,25,10,20,f,50,O,Vx,1.001344529,.,.,.,1
TWN,1992,26,10,20,f,50,O,Vx,1.001344529,.,.,.,1
TWN,1992,27,10,20,f,50,O,Vx,1.001344529,.,.,.,1
TWN,1992,28,10,20,f,50,O,Vx,1.001344529,.,.,.,1
TWN,1992,29,10,20,f,50,O,Vx,1.001344529,.,.,.,1
TWN,1992,30,10,20,f,50,O,Vx,1.001773311,.,.,.,1
TWN,1992,31,10,20,f,50,O,Vx,1.001773311,.,.,.,1
TWN,1992,32,10,20,f,50,O,Vx,1.001773311,.,.,.,1
TWN,1992,33,10,20,f,50,O,Vx,1.001773311,.,.,.,1
TWN,1992,34,10,20,f,50,O,Vx,1.001773311,.,.,.,1
TWN,1992,35,10,20,f,50,O,Vx,1.002088846,.,.,.,1
TWN,1992,36,10,20,f,50,O,Vx,1.002088846,.,.,.,1
TWN,1992,37,10,20,f,50,O,Vx,1.002088846,.,.,.,1
TWN,1992,38,10,20,f,50,O,Vx,1.002088846,.,.,.,1
TWN,1992,39,10,20,f,50,O,Vx,1.002088846,.,.,.,1
TWN,1992,40,10,20,f,50,O,Vx,1.001932754,.,.,.,1
TWN,1992,41,10,20,f,50,O,Vx,1.001932754,.,.,.,1
TWN,1992,42,10,20,f,50,O,Vx,1.001932754,.,.,.,1
TWN,1992,43,10,20,f,50,O,Vx,1.001932754,.,.,.,1
TWN,1992,44,10,20,f,50,O,Vx,1.001932754,.,.,.,1
TWN,1992,45,10,20,f,50,O,Vx,1.002231273,.,.,.,1
TWN,1992,46,10,20,f,50,O,Vx,1.002231273,.,.,.,1
TWN,1992,47,10,20,f,50,O,Vx,1.002231273,.,.,.,1
TWN,1992,48,10,20,f,50,O,Vx,1.002231273,.,.,.,1
TWN,1992,49,10,20,f,50,O,Vx,1.002231273,.,.,.,1
TWN,1992,50,10,20,f,50,O,Vx,1.002238085,.,.,.,1
TWN,1992,51,10,20,f,50,O,Vx,1.002238085,.,.,.,1
TWN,1992,52,10,20,f,50,O,Vx,1.002238085,.,.,.,1
TWN,1992,53,10,20,f,50,O,Vx,1.002238085,.,.,.,1
TWN,1992,54,10,20,f,50,O,Vx,1.002238085,.,.,.,1
TWN,1992,55,10,20,f,50,O,Vx,1.002786650,.,.,.,1
TWN,1992,56,10,20,f,50,O,Vx,1.002786650,.,.,.,1
TWN,1992,57,10,20,f,50,O,Vx,1.002786650,.,.,.,1
TWN,1992,58,10,20,f,50,O,Vx,1.002786650,.,.,.,1
TWN,1992,59,10,20,f,50,O,Vx,1.002786650,.,.,.,1
TWN,1992,60,10,20,f,50,O,Vx,1.003002079,.,.,.,1
TWN,1992,61,10,20,f,50,O,Vx,1.003002079,.,.,.,1
TWN,1992,62,10,20,f,50,O,Vx,1.003002079,.,.,.,1
TWN,1992,63,10,20,f,50,O,Vx,1.003002079,.,.,.,1
TWN,1992,64,10,20,f,50,O,Vx,1.003002079,.,.,.,1
TWN,1992,65,10,20,f,50,O,Vx,1.003299500,.,.,.,1
TWN,1992,66,10,20,f,50,O,Vx,1.003299500,.,.,.,1
TWN,1992,67,10,20,f,50,O,Vx,1.003299500,.,.,.,1
TWN,1992,68,10,20,f,50,O,Vx,1.003299500,.,.,.,1
TWN,1992,69,10,20,f,50,O,Vx,1.003299500,.,.,.,1
TWN,1992,70,10,20,f,50,O,Vx,1.003459313,.,.,.,1
TWN,1992,71,10,20,f,50,O,Vx,1.003459313,.,.,.,1
TWN,1992,72,10,20,f,50,O,Vx,1.003459313,.,.,.,1
TWN,1992,73,10,20,f,50,O,Vx,1.003459313,.,.,.,1
TWN,1992,74,10,20,f,50,O,Vx,1.003459313,.,.,.,1
TWN,1992,75,10,20,f,50,O,Vx,1.005291005,.,.,.,1
TWN,1992,76,10,20,f,50,O,Vx,1.005291005,.,.,.,1
TWN,1992,77,10,20,f,50,O,Vx,1.005291005,.,.,.,1
TWN,1992,78,10,20,f,50,O,Vx,1.005291005,.,.,.,1
TWN,1992,79,10,20,f,50,O,Vx,1.005291005,.,.,.,1
TWN,1992,80,10,20,f,50,O,Vx,1.005819137,.,.,.,1
TWN,1992,81,10,20,f,50,O,Vx,1.005819137,.,.,.,1
TWN,1992,82,10,20,f,50,O,Vx,1.005819137,.,.,.,1
TWN,1992,83,10,20,f,50,O,Vx,1.005819137,.,.,.,1
TWN,1992,84,10,20,f,50,O,Vx,1.005819137,.,.,.,1
TWN,1992,85,10,20,f,50,O,Vx,1.008807339,.,.,.,1
TWN,1992,86,10,20,f,50,O,Vx,1.008807339,.,.,.,1
TWN,1992,87,10,20,f,50,O,Vx,1.008807339,.,.,.,1
TWN,1992,88,10,20,f,50,O,Vx,1.008807339,.,.,.,1
TWN,1992,89,10,20,f,50,O,Vx,1.008807339,.,.,.,1
TWN,1992,90,10,20,f,50,O,Vx,1.014907807,.,.,.,1
